id,level,skill,lesson,type,prompt,opt_a,opt_a_correct,opt_a_why,opt_b,opt_b_correct,opt_b_why,opt_c,opt_c_correct,opt_c_why,opt_d,opt_d_correct,opt_d_why,accepted,explanation,grammar_note,tags
c2-075,C2,vocab,simpulan-bahasa,mcq,"Pilih simpulan bahasa yang sesuai: Mesyuarat itu meminta setiap ahli memberikan pandangan untuk menyelesaikan masalah.","buah fikiran",true,"Correct - buah fikiran means an idea or suggestion offered.","buah tangan",false,"buah tangan means a souvenir.","buah hati",false,"buah hati means a sweetheart.","buah mulut",false,"buah mulut means a topic of widespread talk.",,"buah fikiran means an idea or suggestion contributed in discussion.",idioms,idiom
c2-076,C2,vocab,simpulan-bahasa,fill_blank,"Lengkapkan: Setiap ahli mesyuarat dijemput memberikan buah ___ masing-masing.",,,,,,,,,,,,,fikiran,"buah fikiran means an idea, opinion or suggestion put forward.",idioms,idiom
c2-077,C2,vocab,simpulan-bahasa,fill_blank,"Lengkapkan: Dia menyimpan dendam dan derita itu seorang diri; dia makan ___.",,,,,,,,,,,,,hati,"makan hati means to suffer or grieve inwardly in silence.",idioms,idiom
c2-078,C2,vocab,simpulan-bahasa,mcq,"Spot the error: in which sentence is the idiom misused?","Selepas berehat panjang, dia naik darah dengan tenang dan gembira.",true,"Correct - naik darah means to become angry; pairing it with calm and joy is wrong.","Dia naik darah apabila pekerjanya datang lewat.",false,"This is correct - he became angry at the late worker.","Jangan mudah naik darah; bersabarlah.",false,"This is correct - do not be quick to anger.","Pemandu itu naik darah dalam kesesakan jalan raya.",false,"This is correct - the driver lost his temper in traffic.",,"naik darah means to become angry; option A wrongly pairs it with calm and joy.",idioms,idiom
c2-079,C2,vocab,peribahasa,mcq,"Distinguish two similar proverbs. Which one means a child usually resembles or takes after its parents?","Bagai ketam mengajar anaknya berjalan betul",false,"That proverb is about a flawed person advising others to do right.","Ke mana tumpahnya kuah kalau tidak ke nasi",true,"Correct - the gravy falls onto the rice - a child takes after the parents.","Bagai aur dengan tebing",false,"That proverb is about mutual support.","Melentur buluh biarlah dari rebungnya",false,"That proverb is about shaping a child early.",,"Ke mana tumpahnya kuah kalau tidak ke nasi means a child resembles its parents.",peribahasa,proverb
c2-080,C2,vocab,peribahasa,mcq,"What does Bagai ketam mengajar anaknya berjalan betul criticise?","someone who tells others to do right while doing wrong themselves",true,"Correct - a crab walks sideways yet tells its young to walk straight.","a child who disobeys its parents",false,"That is not its meaning.","a slow and clumsy learner",false,"That is not its meaning.","a teacher who is very strict",false,"That is not its meaning.",,"Bagai ketam mengajar anaknya berjalan betul mocks one who preaches what they do not practise.",peribahasa,proverb
c2-081,C2,vocab,peribahasa,mcq,"The proverb Bersatu teguh, bercerai roboh teaches that...","unity brings strength while division brings collapse",true,"Correct - united we stand firm, divided we fall.","alliances always fail eventually",false,"That is the opposite of its message.","change is the only constant",false,"That is not its meaning.","quarrels are unavoidable in families",false,"That is not its meaning.",,"Bersatu teguh, bercerai roboh means unity is strength and disunity leads to ruin.",peribahasa,proverb
c2-082,C2,vocab,peribahasa,mcq,"What does Air yang tenang jangan disangka tiada buaya warn?","do not assume calm appearances mean there is no danger",true,"Correct - calm water may still hide a crocodile.","crocodiles prefer still water",false,"That is a literal misreading.","danger always announces itself",false,"It means the opposite - danger can be hidden.","peace is always a sign of safety",false,"It warns against exactly that assumption.",,"Air yang tenang jangan disangka tiada buaya warns that calm may hide danger.",peribahasa,proverb
c2-083,C2,vocab,peribahasa,mcq,"Distinguish: which proverb warns that careless or reckless speech can bring ruin upon oneself?","Sepandai-pandai tupai melompat, akhirnya jatuh ke tanah juga",false,"That proverb means even the skilful eventually slip.","Berani kerana benar, takut kerana salah",false,"That proverb is about confidence from being in the right.","Tong kosong nyaring bunyinya",false,"That proverb means the shallow are the loudest, not that speech brings ruin.","Sebab pulut santan binasa, sebab mulut badan binasa",true,"Correct - because of the mouth the body is ruined - careless words bring harm.",,"Sebab pulut santan binasa, sebab mulut badan binasa warns that careless speech brings ruin.",peribahasa,proverb
c2-084,C2,vocab,peribahasa,mcq,"What does Sepandai-pandai tupai melompat, akhirnya jatuh ke tanah juga teach?","even the most skilful person will eventually make a mistake",true,"Correct - however nimble the squirrel, it will one day fall.","practice makes perfect",false,"That is not its meaning.","never attempt what you cannot do",false,"That is not its meaning.","the strong always defeat the weak",false,"That is not its meaning.",,"Sepandai-pandai tupai melompat, akhirnya jatuh ke tanah juga means even experts eventually err.",peribahasa,proverb
c2-085,C2,vocab,peribahasa,mcq,"The proverb Yang bulat tidak datang bergolek, yang pipih tidak datang melayang means...","success does not come without effort",true,"Correct - round things do not roll to you nor flat things fly to you on their own.","fortune favours the lucky",false,"It means the opposite - effort, not luck.","good things come to those who wait",false,"It stresses effort, not patient waiting.","everything happens for a reason",false,"That is not its meaning.",,"Yang bulat tidak datang bergolek, yang pipih tidak datang melayang means nothing is gained without effort.",peribahasa,proverb
c2-086,C2,vocab,peribahasa,mcq,"Distinguish: which proverb describes two parties who are evenly matched so neither can win?","Bagai pinang dibelah dua",false,"That proverb describes a well-matched pair, not a deadlocked contest.","Kalah jadi abu, menang jadi arang",true,"Correct - whether you win or lose, both sides end up harmed.","Bagai aur dengan tebing",false,"That proverb is about mutual support.","Bagai isi dengan kuku",false,"That proverb is about two people being inseparable.",,"Kalah jadi abu, menang jadi arang means both sides in a quarrel come out worse off.",peribahasa,proverb
c2-087,C2,vocab,peribahasa,mcq,"What does Hangat-hangat tahi ayam describe?","enthusiasm that flares up but quickly fades",true,"Correct - warm like chicken droppings - keen at first, then cooling fast.","a sudden burst of anger",false,"That is not its meaning.","a long-lasting commitment",false,"It means the opposite - it does not last.","a contagious illness",false,"That is not its meaning.",,"Hangat-hangat tahi ayam describes short-lived enthusiasm that soon fades.",peribahasa,proverb
c2-088,C2,vocab,peribahasa,mcq,"Pilih peribahasa yang sesuai: Pada mulanya dia sangat rajin bersenam, tetapi selepas seminggu dia berhenti terus.","Hangat-hangat tahi ayam",true,"Correct - it describes enthusiasm that flares up then quickly fades.","Bagai aur dengan tebing",false,"That proverb is about mutual support.","Sediakan payung sebelum hujan",false,"That proverb is about preparing in advance.","Air dicincang tidak akan putus",false,"That proverb is about kinship ties.",,"Hangat-hangat tahi ayam fits enthusiasm that does not last.",peribahasa,proverb
c2-089,C2,vocab,peribahasa,mcq,"Pilih peribahasa yang sesuai: Ketua itu menyuruh pekerja berlaku jujur sedangkan dia sendiri menipu syarikat.","Bagai ketam mengajar anaknya berjalan betul",true,"Correct - it mocks someone who preaches what they do not practise.","Bagai pinang dibelah dua",false,"That proverb describes a well-matched pair.","Melentur buluh biarlah dari rebungnya",false,"That proverb is about early upbringing.","Sikit-sikit, lama-lama jadi bukit",false,"That proverb is about gradual accumulation.",,"Bagai ketam mengajar anaknya berjalan betul fits a hypocrite who preaches what he does not do.",peribahasa,proverb
c2-090,C2,vocab,peribahasa,mcq,"Pilih peribahasa yang sesuai: Pasukan itu menang kerana setiap ahli bekerjasama, tetapi pasukan lawan kalah kerana berpecah.","Bersatu teguh, bercerai roboh",true,"Correct - unity brings strength, division brings collapse.","Indah khabar dari rupa",false,"That proverb is about hype exceeding reality.","Harapkan pagar, pagar makan padi",false,"That proverb warns of betrayal by someone trusted.","Bagai melukut di tepi gantang",false,"That proverb is about an insignificant person.",,"Bersatu teguh, bercerai roboh fits a contrast between a united team and a divided one.",peribahasa,proverb
c2-091,C2,vocab,peribahasa,mcq,"Spot the error: in which sentence is the proverb misused?","Dia kaya raya, jadi bagai kacang lupakan kulit memang sesuai.",true,"Correct - Bagai kacang lupakan kulit is about ingratitude, not wealth itself.","Setelah berjaya, dia tidak pernah balik kampung - bagai kacang lupakan kulit.",false,"This is correct - he forgot his roots after success.","Dia malu mengaku ibu bapanya yang miskin, bagai kacang lupakan kulit.",false,"This is correct - he is ashamed of his humble origins.","Bekas pelajar itu tidak menghargai gurunya, bagai kacang lupakan kulit.",false,"This is correct - ingratitude towards a teacher who shaped him.",,"Bagai kacang lupakan kulit criticises ingratitude; being wealthy alone does not fit it.",peribahasa,proverb
c2-092,C2,vocab,peribahasa,mcq,"Spot the error: in which sentence is the proverb misused?","Air yang tenang jangan disangka tiada buaya - jadi berenanglah dengan gembira di sungai itu.",true,"Correct - the proverb warns of hidden danger, so it cannot urge carefree swimming.","Dia kelihatan baik, tetapi air yang tenang jangan disangka tiada buaya.",false,"This is correct - a calm exterior may hide danger.","Berhati-hatilah dengan orang itu; air yang tenang jangan disangka tiada buaya.",false,"This is correct - it warns to be cautious.","Walaupun keadaan nampak aman, air yang tenang jangan disangka tiada buaya.",false,"This is correct - calm conditions may still hide danger.",,"Air yang tenang jangan disangka tiada buaya warns of hidden danger; option A contradicts that warning.",peribahasa,proverb
c2-093,C2,vocab,peribahasa,mcq,"Distinguish: which proverb means that quietly competent people speak little, while shallow people are loud?","Tong kosong nyaring bunyinya",true,"Correct - an empty barrel makes the loudest noise - the shallow boast most.","Diam-diam ubi berisi, diam-diam besi berkarat",false,"That proverb contrasts useful quiet with idle quiet, not loudness.","Bagai aur dengan tebing",false,"That proverb is about mutual support.","Sudah terhantuk baru terngadah",false,"That proverb is about realising things too late.",,"Tong kosong nyaring bunyinya means those with little substance talk the loudest.",peribahasa,proverb
c2-094,C2,vocab,peribahasa,mcq,"What does Diam-diam ubi berisi mean (in Diam-diam ubi berisi, diam-diam besi berkarat)?","a quiet person may actually be capable and full of substance",true,"Correct - the silent yam is full inside, unlike the silently rusting iron.","silence always hides laziness",false,"That describes the besi berkarat half, not ubi berisi.","quiet people are untrustworthy",false,"That is not its meaning.","talkative people get more done",false,"That is not its meaning.",,"Diam-diam ubi berisi praises a quiet person who is in fact capable and substantial.",peribahasa,proverb
c2-095,C2,vocab,peribahasa,mcq,"Pilih peribahasa yang sesuai: Pekerja yang paling lantang bercakap dalam mesyuarat itu rupanya paling sedikit menyumbang kerja.","Tong kosong nyaring bunyinya",true,"Correct - the loudest one has the least substance.","Bagai isi dengan kuku",false,"That proverb is about two people being inseparable.","Genggam bara api biar sampai jadi arang",false,"That proverb is about perseverance.","Indah khabar dari rupa",false,"That proverb is about hype exceeding reality.",,"Tong kosong nyaring bunyinya fits a loud talker who contributes the least.",peribahasa,proverb
c2-096,C2,vocab,peribahasa,mcq,"What does Berat sama dipikul, ringan sama dijinjing mean?","sharing burdens and joys together in cooperation",true,"Correct - the heavy is carried together, the light borne together.","the strong should carry the weak",false,"That is not its meaning.","divide work strictly by ability",false,"That is not its meaning.","avoid burdening others with your problems",false,"It means the opposite - shoulder things together.",,"Berat sama dipikul, ringan sama dijinjing means sharing both hardship and ease together.",peribahasa,proverb
c2-097,C2,vocab,peribahasa,mcq,"Distinguish: which proverb stresses cooperation in sharing burdens, not mere dependence on each other?","Berat sama dipikul, ringan sama dijinjing",true,"Correct - it stresses actively sharing burdens and joys together.","Bagai aur dengan tebing",false,"That proverb stresses mutual dependence, where each side needs the other.","Seperti katak di bawah tempurung",false,"That proverb is about a narrow worldview.","Harapkan pagar, pagar makan padi",false,"That proverb warns of betrayal.",,"Berat sama dipikul, ringan sama dijinjing emphasises actively sharing burdens, while Bagai aur dengan tebing emphasises mutual dependence.",peribahasa,proverb
c2-098,C2,vocab,peribahasa,mcq,"What does Bagai si buta kehilangan tongkat describe?","someone utterly helpless after losing what they relied on",true,"Correct - a blind person who has lost the guiding stick is helpless.","a careless person who loses things often",false,"That is not its meaning.","a person searching in the dark",false,"That is a literal misreading.","a person who refuses help",false,"That is not its meaning.",,"Bagai si buta kehilangan tongkat describes someone left helpless after losing their support.",peribahasa,proverb
c2-099,C2,vocab,peribahasa,fill_blank,"Lengkapkan: Bersatu teguh, bercerai ___ - perpaduan membawa kekuatan.",,,,,,,,,,,,,roboh,"Bersatu teguh, bercerai roboh means unity brings strength and disunity leads to collapse.",peribahasa,proverb
c2-100,C2,vocab,peribahasa,fill_blank,"Lengkapkan: Tong ___ nyaring bunyinya - orang yang kurang berisi suka bercakap besar.",,,,,,,,,,,,,kosong,"Tong kosong nyaring bunyinya means those with little substance talk the loudest.",peribahasa,proverb
c2-101,C2,vocab,peribahasa,fill_blank,"Lengkapkan: Sepandai-pandai tupai melompat, akhirnya jatuh ke ___ juga.",,,,,,,,,,,,,tanah,"Sepandai-pandai tupai melompat, akhirnya jatuh ke tanah juga means even experts eventually err.",peribahasa,proverb
c2-102,C2,vocab,peribahasa,fill_blank,"Lengkapkan: Hangat-hangat tahi ___ - semangat yang cepat luntur.",,,,,,,,,,,,,ayam,"Hangat-hangat tahi ayam describes short-lived enthusiasm that soon fades.",peribahasa,proverb
c2-103,C2,vocab,peribahasa,fill_blank,"Lengkapkan: Berat sama dipikul, ringan sama ___ - bekerjasama menanggung susah dan senang.",,,,,,,,,,,,,dijinjing,"Berat sama dipikul, ringan sama dijinjing means sharing both hardship and ease together.",peribahasa,proverb
c2-104,C2,vocab,peribahasa,mcq,"Distinguish: which proverb means even a skilful person eventually slips, rather than that a small fault spoils everything?","Sepandai-pandai tupai melompat, akhirnya jatuh ke tanah juga",true,"Correct - it means even the most able person will one day make a mistake.","Kerana nila setitik, rosak susu sebelanga",false,"That proverb means one small flaw spoils the whole.","Bersatu teguh, bercerai roboh",false,"That proverb is about unity and disunity.","Air dicincang tidak akan putus",false,"That proverb is about kinship ties.",,"Sepandai-pandai tupai melompat is about experts eventually erring; Kerana nila setitik is about one flaw spoiling the whole.",peribahasa,proverb
c2-105,C2,vocab,peribahasa,mcq,"Pilih peribahasa yang sesuai: Setelah pengurus berpengalaman itu bersara, jabatan menjadi kelam-kabut tanpa hala tuju.","Bagai si buta kehilangan tongkat",true,"Correct - the department is helpless after losing the one it relied on.","Bagai pinang dibelah dua",false,"That proverb describes a well-matched pair.","Indah khabar dari rupa",false,"That proverb is about hype exceeding reality.","Melentur buluh biarlah dari rebungnya",false,"That proverb is about early upbringing.",,"Bagai si buta kehilangan tongkat fits a group left helpless after losing its mainstay.",peribahasa,proverb
